AB_Order,speaker_X,file_X,onset_X,offset_X,item_X,word_X,interval_X,sex_X,phone_X,language_X,triplet_id,distance_OTH,file_OTH,interval_OTH,item_OTH,language_OTH,offset_OTH,onset_OTH,phone_OTH,sex_OTH,speaker_OTH,word_OTH,distance_TGT,file_TGT,interval_TGT,item_TGT,language_TGT,offset_TGT,onset_TGT,phone_TGT,sex_TGT,speaker_TGT,word_TGT
TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,26.4,26.96,FNiralee2_7,AGA,7,F,g,ENG,t_0381904,0.313985227435843,stimuli_raw/wav/Mrajesh1.wav,108,Mrajesh1_108,HIN,348.08462,347.74609,ɳ,M,Mrajesh,ANRA,0.213284275429791,stimuli_raw/wav/Mnirbhay2.wav,7,Mnirbhay2_7,ENG,28.97,28.49,g,M,Mnirbhay,AGA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,g,ENG,t_0966963,0.321853994131615,stimuli_raw/wav/FNiralee2.wav,108,FNiralee2_108,HIN,409.81446999999997,409.34166,ɳ,F,FNiralee,ANRA,0.219010355866662,stimuli_raw/wav/Fbhavya1.wav,7,Fbhavya1_7,ENG,56.61873,56.22,g,F,Fbhavya,AGA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,37.54,37.94673,Mrajesh2_12,AGHA,12,M,ɡʱ,HIN,t_0975501,0.250758483573082,stimuli_raw/wav/FNiralee2.wav,5,FNiralee2_5,ENG,20.28724,19.69967,kʰ,F,FNiralee,AKHA,0.215726242388181,stimuli_raw/wav/Fbhavya1.wav,12,Fbhavya1_12,HIN,78.8573,78.43,ɡʱ,F,Fbhavya,AGHA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,45.51187,46.101659999999995,FNiralee2_11,AGHA,11,F,ɡʱ,HIN,t_0387251,0.295411213549742,stimuli_raw/wav/Mrajesh2.wav,6,Mrajesh2_6,ENG,22.99,22.59172,kʰ,M,Mrajesh,AKHA,0.271764095161079,stimuli_raw/wav/Mnirbhay2.wav,11,Mnirbhay2_11,HIN,43.54,43.01,ɡʱ,M,Mnirbhay,AGHA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,45.51187,46.101659999999995,FNiralee2_11,AGHA,11,F,ɡʱ,HIN,t_0868268,0.258053698371386,stimuli_raw/wav/Mrajesh2.wav,8,Mrajesh2_8,ENG,28.97,28.58212,g,M,Mrajesh,AGA,0.242904321417812,stimuli_raw/wav/Mnirbhay1.wav,11,Mnirbhay1_11,HIN,65.00944,64.51549,ɡʱ,M,Mnirbhay,AGHA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,ɡʱ,HIN,t_0970855,0.331925971481945,stimuli_raw/wav/FNiralee2.wav,8,FNiralee2_8,ENG,29.3642,28.74,g,F,FNiralee,AGA,0.262148455846176,stimuli_raw/wav/Fbhavya1.wav,10,Fbhavya1_10,HIN,74.87529,74.46,ɡʱ,F,Fbhavya,AGHA
TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,45.51187,46.101659999999995,FNiralee2_11,AGHA,11,F,ɡʱ,HIN,t_0386477,0.302909600514055,stimuli_raw/wav/Mrajesh1.wav,18,Mrajesh1_18,ENG,106.35,105.91054,t͡ʃʰ,M,Mrajesh,ATXHA,0.271764095161079,stimuli_raw/wav/Mnirbhay2.wav,11,Mnirbhay2_11,HIN,43.54,43.01,ɡʱ,M,Mnirbhay,AGHA
OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,ɡʱ,HIN,t_0974371,0.292796486242994,stimuli_raw/wav/FNiralee1.wav,16,FNiralee1_16,ENG,142.41555,141.90668,t͡ʃʰ,F,FNiralee,ATXHA,0.257342769506542,stimuli_raw/wav/Fbhavya1.wav,11,Fbhavya1_11,HIN,76.92138,76.48,ɡʱ,F,Fbhavya,AGHA
TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,71.9268,72.34,Mrajesh1_11,AGHA,11,M,ɡʱ,HIN,t_0491153,0.276599085821607,stimuli_raw/wav/FNiralee1.wav,25,FNiralee1_25,ENG,216.32702,215.872,d͡ʒ,F,FNiralee,ADXA,0.294617866262629,stimuli_raw/wav/Fbhavya2.wav,10,Fbhavya2_10,HIN,38.00178,37.60526,ɡʱ,F,Fbhavya,AGHA
OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,ɡʱ,HIN,t_0384795,0.320696658400032,stimuli_raw/wav/Mrajesh1.wav,21,Mrajesh1_21,ENG,112.95,112.569,d͡ʒ,M,Mrajesh,ADXA,0.261152004242013,stimuli_raw/wav/Mnirbhay2.wav,10,Mnirbhay2_10,HIN,40.64,40.11,ɡʱ,M,Mnirbhay,AGHA
